image_path,en_caption,caption_es,caption_zh,caption_ur
/content/flickr30k_images/1158505981.jpg,"An older bearded gentleman in glasses is reading a book in front of an open laptop , possibly in a classroom .","Un caballero barbudo mayor en gafas está leyendo un libro delante de un portátil abierto, posiblemente en un aula.","一名戴眼镜的留胡子的老绅士在公开笔记本电脑前阅读一本书,",ہو سکتا ہے کہ کلاس روم میں ایک عمررسیدہ شخص داڑھی رکھتا ہو ۔
/content/flickr30k_images/1158897994.jpg,A man in a baseball cap cleans out a blue colored pit outside where colorful Christmas lights hang above him .,Un hombre en una gorra de béisbol limpia un pozo de color azul fuera donde las luces de Navidad de colores cuelgan sobre él.,一个穿着棒球帽的男人清理了外面一个蓝色的彩色坑 上面挂着多彩的圣诞灯光,ایک شخص ایک نیلے رنگ کی چادروں کو صاف کر دیتا ہے جہاں کرسمس کی روشنی اُس کے اُوپر چمک رہی ہے ۔
/content/flickr30k_images/115903799.jpg,A barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll .,Una joven descalza en un vestido rosa está durmiendo en un suelo de madera dura abrazando a su muñeca.,一个穿粉红色长袍的赤脚女孩 睡在硬木地板上 拥抱着她的娃娃,اِن میں سے ایک کا نام اِستعمال کِیا گیا ہے ۔
/content/flickr30k_images/1159381599.jpg,Person in a brown sweatshirt does a flip in midair over a trampoline with a river and electrical lines in the background .,Persona en una sudadera marrón hace una voltereta en el aire sobre un trampolín con un río y líneas eléctricas en el fondo .,"身穿棕色运动衫的人在半空中翻转,",اِس کی وجہ یہ ہے کہ اِن میں سے ایک کا تعلق اِس سے ہے ۔
/content/flickr30k_images/1159425410.jpg,A female washes her medium-sized dog outdoors in a plastic container while a friend secures it with a leash .,"Una hembra lava su perro de tamaño mediano al aire libre en un recipiente de plástico, mientras que un amigo lo asegura con una correa .","一位女性用塑料容器清洗户外的中型狗,",ایک مادہ اس کے منہے ہوئے کتے کو پلاسٹک کے ڈبوں میں دھوتا ہے جبکہ ایک دوست اس کے ساتھ محفوظ رہتا ہے.
/content/flickr30k_images/1159574340.jpg,A child jumping into a lake in a wooded area while another child plays on the shore .,Un niño saltando en un lago en una zona boscosa mientras otro niño juega en la orilla.,一个孩子跳进一个湖 在木林区 而另一个孩子在岸边玩耍。,ایک بچہ ساحل پر ایک جھیل میں جا رہا ہے جبکہ دوسرا بچہ ساحل پر بیٹھتا ہے ۔
/content/flickr30k_images/116002648.jpg,A child wearing a gray hat and black jacket while sleeping on a red coat .,Un niño que lleva un sombrero gris y una chaqueta negra mientras duerme en un abrigo rojo .,儿童睡在红色大衣上时戴着灰帽子和黑色夹克。,ایک بچہ سرخ رنگ پر سوتے وقت سرخ رنگ پر سوتا ہے ۔
/content/flickr30k_images/1160034462.jpg,White-haired man in gray sweater and a straw hat sitting on a bench under a tree .,Hombre de pelo blanco en suéter gris y un sombrero de paja sentado en un banco bajo un árbol.,穿着灰色毛衣的白头发男人 和坐在树下长椅上的草帽,سفید رنگ کے رنگ میں سفید رنگ اور رنگ کے پھول ایک درخت کے نیچے بیٹھ جاتے ہیں ۔
/content/flickr30k_images/1160128934.jpg,"Three children sit on the grass , one laying down , one in overalls smiling and one in green looking through a tote bag .","Tres niños se sientan en la hierba, uno tendido, uno en overol sonriendo y uno en verde mirando a través de una bolsa de tote.","三名儿童坐在草地上,",تین بچے گھاس پر بیٹھ جاتے ہیں ، ایک قطار میں ، ایک قطار میں گِر جاتا ہے اور ایک سبز بیگ میں نظر آتا ہے ۔
/content/flickr30k_images/116021030.jpg,The man in the hooded sweatshirt is controlling the large machine .,El hombre en la sudadera con capucha está controlando la máquina grande.,穿戴头罩运动衫的人控制着大机器,پس‌منظر سے تعلق رکھنے والا شخص بڑی مشین پر قابو پا رہا ہے ۔
/content/flickr30k_images/1160441615.jpg,Three girls are walking across a bridge covered with wood and surrounded by trees .,Tres niñas están caminando a través de un puente cubierto de madera y rodeado de árboles.,"三名女孩在一座有木柴覆盖的桥上行走,",تین لڑکیاں لکڑی کے ایک پَل میں جا رہی ہیں اور درختوں سے اُڑ رہی ہیں ۔
/content/flickr30k_images/1160841776.jpg,The view from a overlook at the public beach .,La vista desde un mirador en la playa pública.,公众海滩的观光客的观景,عوامی ساحل پر نظر انداز ہونے سے ایسا لگتا ہے ۔
/content/flickr30k_images/11610969.jpg,"A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes , adults and children within .","Una mujer en una camisa azul con una bolsa azul pasa por una gran venta de patio con ropa colorida, adultos y niños en el interior.","身着蓝衬衫、带蓝袋的妇女,",نیلے رنگ کے کپڑوں ، بالغ اور بچوں سے ایک خوبصورت بیگ تیار کرنے والی عورت کیساتھ ایک بڑی بڑی بنائی جاتی ہے ۔
/content/flickr30k_images/1161159603.jpg,A man standing up in a boat paddling toward a shore lined with furniture and other large objects .,Un hombre de pie en un barco remando hacia una orilla forrada de muebles y otros objetos grandes.,一个男人站在一条船上 向海岸行驶 上面有家具和其他大型物品,ایک آدمی کشتی میں کھڑا ہو کر فرنیچر اور دیگر بہت سی بہت سی چیزوں کے ساتھ کھڑا ہوتا تھا ۔
/content/flickr30k_images/1162606352.jpg,An Asian woman and an African American woman are displaying their culinary dishes .,Una mujer asiática y una mujer afroamericana están mostrando sus platos culinarios.,一名亚洲女性和一名非裔美国女性正在展示他们的烹饪菜盘。,ایشیا کی ایک خاتون اور افریقہ امریکہ کی ایک افریقی خاتون اپنے کھانےپینے کی اشیا کا مظاہرہ کر رہی ہیں ۔
/content/flickr30k_images/1163282319.jpg,"A little girl with a red hood and shirt is sitting with legs sprawled on a rock , her mouth open .","Una niña con una capucha roja y camisa está sentada con las piernas extendidas en una roca, su boca abierta.","穿着红头罩和衬衫的小女孩坐在石头上, 嘴张开,",ایک چھوٹی بچی لال رنگ سے اور چہرے پر ٹانگیں لگی ہوئی ہے ۔
/content/flickr30k_images/1163297375.jpg,Blond woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back .,Rubia mujer conduciendo un carruaje de bicicleta rojo sostiene la punta de su sombrero y posa para la cámara con un cliente sentado en la parte posterior .,"驾驶一辆红色自行车车的Blond妇女顶着帽子顶部,",اِس کے علاوہ اُس نے اُن سے کہا کہ وہ اُن کے ساتھ بیٹھ کر اُن سے بات‌چیت کرے گی ۔
/content/flickr30k_images/116337803.jpg,A young woman is stirring something in a pot while a young boy wearing a flowered apron stands by her .,"Una joven mujer está revolviendo algo en una olla, mientras que un niño que lleva un delantal florido se encuentra junto a ella.","一名年轻女子在锅里搅乱一些东西, 一名身着花朵围裙的年轻男孩站在她身旁。",ایک نوجوان عورت ایک گھر میں کچھ چیز تیار کر رہی ہے جبکہ ایک نوجوان لڑکے نے اس کے پھول کو اُبھارا ہے ۔
/content/flickr30k_images/1163438830.jpg,"A woman carried a cake ito the room with three candles as another woman holding a flute glass of wine , holds up her hand .","Una mujer llevó un pastel ito la habitación con tres velas como otra mujer sosteniendo una copa de flauta de vino, sostiene su mano.","一位女士拿着一个蛋糕, 房间里有三根蜡烛, 另一位女士拿着长笛酒杯, 举起手来。",ایک عورت نے اسے تین چھوٹی سی سُرنگوں میں رکھا اور ایک اَور عورت کو مے کے شیشے میں رکھ کر اپنا ہاتھ تھام لیتی ہے ۔
/content/flickr30k_images/116382784.jpg,Two Asian women and an Asian girl are sitting at a farmers market and are selling produce including yams .,Dos mujeres asiáticas y una chica asiática están sentadas en un mercado de agricultores y están vendiendo productos incluyendo ñames.,"两名亚裔女性和一名亚裔女孩坐在农民市场,",ایک کسان بازار میں بیٹھے ہوئے دو ایشیائی عورتوں اور ایک ایشیائی لڑکی کو فروخت کر رہے ہیں ۔
/content/flickr30k_images/116409198.jpg,A mountaineer sits in the snow in front of a yellow tent under clear blue sky .,Un montañista se sienta en la nieve frente a una tienda amarilla bajo un cielo azul claro.,"山地人坐在雪中, 在清蓝天空下的黄色帐篷前。",نیلے نیلے آسمان کے نیچے ایک خوبصورت خیمہ میں برف کے سامنے بیٹھتا ہے ۔
/content/flickr30k_images/1164131282.jpg,A gray dog beside a black and white dog running in green grass .,Un perro gris junto a un perro blanco y negro corriendo en hierba verde.,一只灰色的狗 和一只黑白的狗一起 在绿草中奔跑,سفید اور سفید کتا کتا کتا سبز گھاس میں چلاتے ہیں ۔
/content/flickr30k_images/116450583.jpg,A man in an orange safety vest kneels on a train track while repairing a passenger train .,Un hombre en un chaleco de seguridad naranja se arrodilla en una pista de tren mientras repara un tren de pasajeros.,一名身穿橙色安全背心的人在修车时跪在铁轨上。,ایک نادیدہ محفوظ محفوظ‌ترین شخص گاڑی کی مرمت کرتے وقت گاڑیوں کی مرمت کرتے وقت گھٹنوں پر سجدہ کرتا ہے ۔
/content/flickr30k_images/116457850.jpg,"Four men working putting a tree into the ground , two are looking away , while the other two are shoveling the tree into the ground .","Cuatro hombres trabajando poniendo un árbol en el suelo, dos están mirando hacia otro lado, mientras que los otros dos están paleando el árbol en el suelo.","四个男人把一棵树放在地上,",چار آدمی زمین پر ایک درخت ڈال کر کام کرتے ہیں ، دو دُور نظر آتے ہیں جبکہ دوسرا درخت زمین پر گِرا رہا ہے ۔
/content/flickr30k_images/1164765687.jpg,A man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals .,Un hombre en una camisa roja y gafas se inclina hacia un perro pequeño en una manta con varios animales de peluche.,"身穿红衬衫和眼镜的男人正弯腰向一条小狗弯腰,",ایک سفید چہرے میں ایک شخص ایک چھوٹی سی کتے کے گرد ایک چھوٹی سی کتے کی طرف نیچے ہٹ جاتا ہے جو جانوروں کی چیزوں سے بھرا ہوا ہے ۔
/content/flickr30k_images/116482438.jpg,An elderly woman sits in a chair with a book and smiles at the pretty flowers in her room .,Una anciana se sienta en una silla con un libro y sonríe a las hermosas flores de su habitación.,"一位老年妇女坐在椅子上,拿着一本书,对房间里漂亮的花朵微笑。",ایک عمررسیدہ خاتون اپنے کمرے میں ایک کتاب میں بیٹھی ہے ۔
/content/flickr30k_images/1165334998.jpg,"At a martial arts demonstration , a few men in white uniforms stand atop one another , doing stunts .","En una demostración de artes marciales, unos pocos hombres con uniformes blancos se paran uno encima del otro, haciendo acrobacias.","在一次武术示威中, 几个穿白色制服的人站在一起, 做特技。",ایک ڈرون آرٹ میں، سفید صفوں میں چند آدمیوں میں ایک دوسرے پر قائم، ایک دوسرے پر قائم، کر رہے ہیں.
/content/flickr30k_images/116569042.jpg,Construction workers standing on top of a piece of machinery .,Trabajadores de la construcción de pie en la parte superior de una pieza de maquinaria .,建筑工人站在一台机器的顶上,کام کرنے والے مشینوں کے اوپر ایک ٹکڑے پر کھڑے ہیں.
/content/flickr30k_images/116569046.jpg,Two men in hard hats on the roof of a building that is under construction .,Dos hombres con sombreros duros en el techo de un edificio que está en construcción.,两个戴硬帽的男人 在屋顶上 一座正在建造的大楼的屋顶上,عمارت کی چھت پر دو آدمی تعمیر کی چھت پر ہیں ۔
/content/flickr30k_images/116626604.jpg,A boy in a blue shirt smiles as he sits with his red stuffed animal .,Un niño con una camisa azul sonríe mientras se sienta con su animal de peluche rojo.,一个穿着蓝衬衫的男孩 坐在他的红毛绒动物旁边时笑着,ایک لڑکا نیلے چہرے کی ٹانگ پر بیٹھے ہوئے اپنے سُرخ جانور کے ساتھ بیٹھے ہوئے دیکھتا ہے ۔
/content/flickr30k_images/116664780.jpg,A young child in a striped sweatshirt brushes the hair of a younger child .,Un niño pequeño en una sudadera a rayas cepilla el cabello de un niño más pequeño .,一名身着脱衣运动衫的幼儿梳梳幼童的头发。,ایک چھوٹے بچے کے پس‌منظر سے بچے کے بالوں کو ڈھانپنے کی کوشش کرتے ہیں ۔
/content/flickr30k_images/1167144956.jpg,A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .,Un joven demostrando su destreza en las artes marciales para su novia mientras ella se sienta en una pared de hormigón que es parte de una zona de estar general.,"一位年轻男子为女友展示他在武术中的威力, 她坐在水泥墙上,",ایک نوجوان شخص نے اپنی ویب سائٹ کے لئے اپنے فن کو ثابت کِیا کہ وہ ایک ایسی دیوار پر بیٹھی ہے جو کسی عام جگہ پر بیٹھی ہے ۔
/content/flickr30k_images/116734115.jpg,man in dimly lit kitten cutting on the counter next to stove,hombre en gatito tenuemente iluminado corte en el mostrador junto a la estufa,男人在火炉旁边的柜台切小猫,آدمی کم‌ازکم ایک دوسرے کے پیچھے چھپے ہوئے زخموں میں کاٹتا ہے
/content/flickr30k_images/1167662968.jpg,closeup picture of a man with a nose ring and a brown shirt,Primer plano de un hombre con un anillo de nariz y una camisa marrón,一张有鼻子环和棕色衬衫的男人的近相照片,ناک کی کھال اور چہرے کی کھال کیساتھ ایک شخص کی تصویر
/content/flickr30k_images/1167669558.jpg,The man in the yellow t-shirt is pulling a large grin on his face .,El hombre de la camiseta amarilla está tirando de una gran sonrisa en su cara.,穿黄色T恤的男人脸上 长着大笑容,'ٹی' میں آدمی اس کے چہرے پر ایک بہت بڑا زخم پھیلا رہا ہے.
/content/flickr30k_images/11678931.jpg,A boy with a brown shirt is holding onto a person with a white shirt around a spray of water .,Un niño con una camisa marrón se aferra a una persona con una camisa blanca alrededor de un spray de agua .,"身着棕色衬衫的男孩抱着一个人,",ایک لڑکا ایک سفید چہرے کے بل ایک سفید چہرے کو پانی کے بل لیکر اُسے تھامے ہوئے دیکھتا ہے ۔
/content/flickr30k_images/1167908324.jpg,a man standing in a bar with a neon beer sign hanging on the wall,un hombre de pie en un bar con un letrero de cerveza de neón colgando en la pared,一个男人站在酒吧里 墙上挂着一个尼龙啤酒牌,ایک آدمی دیوار پر ایک منہ کے ساتھ کھڑا ایک معجزه میں کھڑا ہے
/content/flickr30k_images/116862076.jpg,Woman with rolled up jeans throwing a frisbee on the beach .,Mujer con jeans enrollados lanzando un frisbee en la playa.,穿牛仔裤的女人在海滩上扔飞盘,عورت کے ساتھ دوڑنے والی گاڑی ساحل پر لگی ہوئی تھی ۔
/content/flickr30k_images/1169307342.jpg,A big brown dog plays with a smaller gray dog on the grass .,Un perro marrón grande juega con un perro gris más pequeño en la hierba.,一只大棕色狗和一只小灰色狗在草地上玩耍,ایک بہت بڑا کتا کتا گھاس پر ایک چھوٹا سا سرخ کتے کے ساتھ کام کرتا ہے ۔
/content/flickr30k_images/116976749.jpg,Metal worker in protective gear and welding face mask works on weld .,Trabajador de metal en engranajes de protección y mascarilla de soldadura en soldadura.,金属工人在保护性装置和焊接面罩上工作。,ایس . اے .
/content/flickr30k_images/1170586898.jpg,"Three men , each wearing a white shirt and orange shorts , build a sand castle while another man , wearing the same clothing , looks on .","Tres hombres, cada uno con una camisa blanca y pantalones cortos naranjas, construir un castillo de arena, mientras que otro hombre, con la misma ropa, mira.","三个男人穿着白色衬衫和橙色短裤,",تین آدمی سفید چہرے اور نارنجی رنگ کے پتھر پہنتے ہیں اور ایک دوسرے آدمی کے کپڑے پہنتے ہیں ۔
/content/flickr30k_images/1172514641.jpg,Two people are standing on the slopes of a mountain and they have a dog with them .,Dos personas están de pie en las laderas de una montaña y tienen un perro con ellos.,"两人站在山坡上,",دو لوگ پہاڑ کی چوٹی پر کھڑے ہیں اور ان کے پاس کتے کے ساتھ
/content/flickr30k_images/117430422.jpg,A group of people walk on the sidewalk outside of an AMC movie theater .,Un grupo de personas caminan en la acera fuera de un cine AMC.,一群人在AMC电影院外的人行道上行走。,لوگوں کا ایک گروہ ایک ظالم فلم فلم کے باہر پیدل چل رہا ہے ۔
/content/flickr30k_images/1174525839.jpg,A girl in blue is jumping on the shore as small waves approach her .,Una chica en azul está saltando en la orilla como pequeñas olas se acercan a ella.,一个穿蓝衣服的女孩 跳上海岸 当小浪靠近她时,نیلے ساحل پر ایک لڑکی اُس کے پاس جا رہی ہے ۔
/content/flickr30k_images/1174629344.jpg,A group of different people are walking in all different directions in a city .,Un grupo de personas diferentes están caminando en todas las direcciones diferentes en una ciudad.,一群不同的人在一个城市里走不同方向。,مختلف لوگوں کا ایک گروپ شہر میں مختلف سمتوں میں چلا رہا ہے
/content/flickr30k_images/117478651.jpg,Closeup of man with glasses blowing a bubble gum bubble in a dimly lit room with a faint ceiling light in the background .,Primer plano del hombre con gafas soplando una burbuja de goma de mascar en una habitación tenuemente iluminada con una tenue luz de techo en el fondo .,"身戴眼镜的人在暗淡的灯光间里 闪烁着一个泡泡泡泡泡, 底底有微弱的天花板光。",انسان کی قریبی دُکان میں ایک سُرخ کمرے کو اُتارنے کے لئے اُس کے پس‌منظر کے پس‌منظر میں ایک خالی چھت کیساتھ ایک کھلی کمرے میں رکھ دیا جاتا ہے ۔
/content/flickr30k_images/1175268298.jpg,A young student receives fencing instruction from his kneeling teacher while a potential opponent and a woman gaze behind them .,Un joven estudiante recibe instrucción de esgrima de su maestro arrodillado mientras un oponente potencial y una mujer miran detrás de ellos.,"一位年轻的学生接受他跪下的老师的栅栏教育,而一位潜在的对手和一名注视着他们背后的妇女。",ایک نوجوان طالبعلم کو اپنے گھٹنوں کے بل سے ہدایت حاصل ہوتی ہے جبکہ ایک مخالف اور ایک عورت ان کے پیچھے دیکھتا ہے.
/content/flickr30k_images/1176580356.jpg,The brown and black dog is jumping up to catch a red ball .,El perro marrón y negro está saltando para coger una bola roja.,棕色和黑色的狗 跳起来抓住一个红球。,سُرخ رنگ اور سبز کتا سُرخ رنگ کا شکار ہونے لگتا ہے ۔
/content/flickr30k_images/1177949654.jpg,"One black female and one white female plus three white males , all wearing forms of black , in front of a concrete stair structure with other people sitting on the stairs .","Una hembra negra y una hembra blanca más tres machos blancos , todos usando formas de negro , delante de una estructura de escalera de hormigón con otras personas sentadas en las escaleras .","一名黑人女性和一名白人女性加三名白人男性,",ایک سیاہ رنگ‌برنگی مادہ اور ایک سفید مادہ تین سفید رنگ والے نرے ، ہر قسم کے سفید رنگ والے رنگ والے لوگوں کے سامنے بنے ہوئے تختوں پر بیٹھے ہوئے دوسرے لوگوں کے سامنے بیٹھ جاتی ہے ۔
/content/flickr30k_images/1177994172.jpg,"Two blond boys , one in a camouflage shirt and the other in blue , are having a water fight .","Dos chicos rubios, uno en camisa de camuflaje y el otro en azul, están teniendo una pelea de agua.","两个金发男孩, 一个穿迷彩衬衫, 另一个穿蓝色, 正在打水斗。",دو لڑکوں، ایک قمیض میں، دوسرے نیلے رنگ کے دونوں لڑکوں میں سے ایک، اور دیگر نیلے رنگ میں ایک پانی لڑ رہا ہے.
/content/flickr30k_images/1178705300.jpg,a brown dog jumping into a pool after a bloe ball .,un perro marrón saltando en una piscina después de una bola de bloe.,一只棕色的狗跳进游泳池 之后一球。,اِس کے بعد اُن کا رنگ ٹوٹ جاتا ہے اور وہ اُن کے ساتھ مل کر کھانا کھاتے ہیں ۔
/content/flickr30k_images/117883760.jpg,"A Mac laptop , open , on top of a blue chair in a room with a group of people sitting in a semicircle around it .","Un portátil Mac , abierto , en la parte superior de una silla azul en una habitación con un grupo de personas sentadas en un semicírculo alrededor de ella .","一台麦克笔记本电脑开着, 在一间房间的蓝色椅子上,",اُس نے کہا : ” مَیں نے دیکھا ہے کہ جب مَیں نے اُس کی بات مان لی تھی تو مَیں نے اُس سے کہا : ” مَیں نے اُس کی بات مان لی ہے ۔ “
/content/flickr30k_images/1179086155.jpg,"A man , a woman and a little girl stand on the beach by the water 's edge dressed in formal attire suitable for a wedding .","Un hombre , una mujer y una niña se paran en la playa junto al borde del agua vestido con atuendo formal adecuado para una boda .","一个男人,一个女人和一个小女孩 站在海滩上 在水的边缘 穿着正式的服装 适合婚礼。",ایک مرد، عورت، ایک چھوٹی سی لڑکی ساحل پر واقع پانی کے لباس کے ذریعے ایک شادی کے لئے مناسب لباس کے طور پر کھڑے ہیں۔
/content/flickr30k_images/117919518.jpg,A man leans against a rock pillar with his back to an ongoing parade decorated with white and pink balloon arch .,Un hombre se apoya en un pilar de roca con su espalda a un desfile en curso decorado con arco de globo blanco y rosa.,一个人靠在石柱上 背靠着一个不断的游行 装饰着白色和粉红色的气球拱门,ایک آدمی اپنی پیٹھ کے ساتھ پتھر کے ستون پر تکیہ کرتا ہے اور اُس نے سفید اور ہاتھی مجسّمہ‌سازی کی خوب عکاسی کی ہے ۔
/content/flickr30k_images/1179226886.jpg,Five girls and one boy are in their swimsuits all in the middle of jumping into the pool .,Cinco chicas y un chico están en sus trajes de baño todos en medio de saltar a la piscina.,五个女孩和一个男孩穿着泳衣 都在跳进游泳池,پانچ لڑکیاں اور ایک لڑکا اُن کی تیروں کے بیچ میں تیرتے ہیں ۔
/content/flickr30k_images/117956563.jpg,"Restaurant workers smile as they take a break , gathered around a huge copper bowl in the kitchen .","Los trabajadores del restaurante sonríen mientras toman un descanso, reunidos alrededor de un enorme tazón de cobre en la cocina.","餐厅工人在休息时微笑, 聚集在厨房一个巨大的铜碗旁。",اِس کے علاوہ اُنہیں باورچی‌خانے میں ایک بہت بڑا تانبے کے برتن میں جمع کِیا گیا ۔
/content/flickr30k_images/11808546.jpg,A little boy with a pacifier in his mouth stands in a park with a goose .,Un niño pequeño con un chupete en la boca se encuentra en un parque con un ganso.,一个小男孩嘴里有奶嘴 站在公园里 一只鹅,ایک چھوٹا لڑکا اپنے مُنہ میں ایک پارک میں کھڑا ہے جس کے ساتھ ایک پارک میں رہتا ہے ۔
/content/flickr30k_images/1181708011.jpg,A woman in a green tank top looking at a drill while a crowd looks on .,Una mujer en una camiseta de tanque verde mirando un taladro mientras una multitud mira .,一位身着绿色坦克顶部的女人 看着钻井 人群看着,ایک سبز جہاز میں ایک عورت نے دیکھا کہ ایک ہجوم پر لگ رہا ہے.
/content/flickr30k_images/118187095.jpg,Twin toddlers dressed alike being pushed in plastic car strollers in a parade,Niños gemelos vestidos de la misma manera siendo empujados en cochecitos de plástico en un desfile,在游行中被推上塑料汽车漫步车,پلاسٹک کے پَر پلاسٹک کے پَر والے کپڑے پہنے جا رہے ہیں
/content/flickr30k_images/1182733666.jpg,"Four men , one in a long blue robe , looking like they are doing laundry in a muddy pit in a 3rd world country .","Cuatro hombres, uno en una larga túnica azul, parece que están haciendo la colada en un pozo fangoso en un país del tercer mundo.","四个男人,一个长长的蓝色长袍, 看起来像他们在第三个世界国家的泥坑里洗衣服。",چار مرد، ایک طویل نیلے رنگ کے لباس میں، ان کو تین میل دُنیا میں ایک سوراخ میں جلا رہے ہیں کی طرح دیکھ رہے ہیں.
/content/flickr30k_images/118309463.jpg,A small boy smiles as he stands with others wearing the same black hats .,Un niño pequeño sonríe mientras está de pie con otros que llevan los mismos sombreros negros.,一个小男孩与戴相同黑帽子的其他人站在一起时微笑着。,جب ایک چھوٹا بچہ دوسروں کے ساتھ کھڑا ہوتا ہے تو وہ اُسی کالے ٹوپی پہنتا ہے ۔
/content/flickr30k_images/1184340890.jpg,A family coming back from shopping and a gentlemen is reading his newspaper to the side of the street .,Una familia que regresa de las compras y un caballero está leyendo su periódico a un lado de la calle.,"一个家庭从购物回来, 和一位绅士正在读 他的报纸到街边。",ایک خاندان بازار سے واپس آ رہا ہے اور ایک حضرات اس کے اخبار کو گلی کی طرف پڑھ رہا ہے.
/content/flickr30k_images/1184440714.jpg,"Two teenage girls jumping in a yard , with a two story brown building in the background , while holding each others right hand .","Dos adolescentes saltando en un patio , con un edificio marrón de dos pisos en el fondo , mientras se sostienen unas a otras mano derecha .","两个十几岁的女孩跳到院子里,",دو نوجوان لڑکیاں ایک کمرے میں چپکے سے بھاگتے ہیں اور پس‌منظر میں دو کہانیوں کے ساتھ ساتھ ساتھ ایک دوسرے کو دہنے ہاتھ پکڑتی ہیں ۔
/content/flickr30k_images/1184910489.jpg,A woman with a red sleeveless top and a long black skirt holding one young child in her arm and holding another young child by the hand as she walks along .,Una mujer con un top rojo sin mangas y una falda larga negra sosteniendo a un niño pequeño en su brazo y sosteniendo a otro niño pequeño por la mano mientras camina a lo largo .,"身着无袖红色上衣和长长的黑裙子, 手抱着一个年幼的孩子,",ایک سرخ عورت اور ایک سیاہ رنگ کے بچے کو اپنے بازو میں لے کر دوسرے بچے کو ہاتھ میں لے جاتی ہے ۔
/content/flickr30k_images/1184967930.jpg,A brown dog running through the grass and flowers .,Un perro marrón corriendo por la hierba y las flores.,一只棕色狗穿过草地和鲜花跑来跑去,گھاس اور پھولوں کے ذریعے ایک لوہے کا کتا چل رہا ہے ۔
/content/flickr30k_images/1186128541.jpg,A woman in a white hat is conversing with another woman with a bike on a busy street .,Una mujer con un sombrero blanco está conversando con otra mujer con una bicicleta en una calle concurrida.,身着白帽子的女人在忙碌的街道上 和另一个骑自行车的女人聊天,ایک سفید ٹوپی میں ایک عورت کیساتھ گلی‌کوچوں میں ایک سائیکل پر بات‌چیت کر رہی ہے ۔
/content/flickr30k_images/1186391461.jpg,Colored woman rolling a bowling ball down an alley .,Mujer de color rodando una bola de bolos por un callejón.,彩色女人在巷子里滚滚保龄球,رنگ‌برنگی عورت ایک کپ کو نیچے لپیٹتی ہے ۔
/content/flickr30k_images/118647903.jpg,"Two soccer players , one wearing a white uniform and the other in red , try to reach the soccer ball first .","Dos jugadores de fútbol , uno con uniforme blanco y el otro en rojo , tratar de llegar a la pelota de fútbol primero .","两个足球运动员, 一个穿白色制服, 另一个穿红色,",دو کھلاڑیوں نے ایک سفید رنگ اور سرخ رنگ میں سفید رنگ کا لباس پہن لیا ہے ۔
/content/flickr30k_images/1186603607.jpg,Eleven men and women in cotton shirts and denim pants walk uphill along a shaded forest trail .,Once hombres y mujeres en camisas de algodón y pantalones vaqueros caminan cuesta arriba a lo largo de un sendero bosque sombreado.,身穿棉衫和牛仔裤的11名男女沿着一片阴暗的森林通道上山。,اِس کے علاوہ اُنہوں نے اِس جنگل میں بسنے والے جنگل میں سفر کِیا ۔
/content/flickr30k_images/118667747.jpg,There are three young boys playing in a public park with a red ball .,Hay tres chicos jugando en un parque público con una pelota roja.,有三个男孩在公园里玩着红球,اِن میں سے تین نوجوان ایک سُرخ پارک میں کھیل رہے ہیں ۔
/content/flickr30k_images/118668756.jpg,A little boy wearing a purple shirt and blue jeans kicking a ball on the grass .,Un niño que lleva una camisa púrpura y vaqueros azules pateando una pelota en la hierba.,一个穿紫色衬衫和蓝色牛仔裤的小男孩 在草地上踢球,ایک چھوٹا بچہ گھاس پر ایک لال رنگ اور نیلے رنگ کی گولی پہنتا ہے ۔
/content/flickr30k_images/1187077747.jpg,This picture of a man reading is tilted .,Esta imagen de un hombre leyendo está inclinada.,这张照片 一个人阅读是倾斜的。,ایک شخص کو پڑھنے کے لئے اس تصویر کی تصویر لی جاتی ہے.
/content/flickr30k_images/118707970.jpg,A man in a blue workers outfit with a yellow construction hat examines the side of a brick building from the top of a ladder .,Un hombre en un traje de trabajadores azules con un sombrero de construcción amarillo examina el lado de un edificio de ladrillo desde la parte superior de la escalera.,身穿蓝色工人服装、戴黄色建筑帽子的男子从梯子顶部检查砖楼的侧面。,نیلے رنگ کی ٹوپیوں میں ایک آدمی بڑی خوبصورتی سے اینٹوں کے اُوپر کی چھت کے اُوپر ایک عمارت کی طرف اشارہ کرتا ہے ۔
/content/flickr30k_images/118708295.jpg,Construction workers wearing bright orange suits are working on a road in the rain .,Trabajadores de la construcción con trajes naranjas brillantes están trabajando en un camino bajo la lluvia.,"建筑工人身着明亮的橙色西装,",اِس کے نتیجے میں بہت سے لوگ اِس بات پر ایمان رکھتے ہیں کہ خدا اُن کی ضروریات پوری کرے گا اور اُن کی ضروریات پوری کرے گا ۔
